antecedent,consequent,support_count,support,confidence,lift
cache_tokens:available,archived_files:3-5 | deliverables:present,42,0.6666666666666666,1.0,1.0
cache_tokens:available | status:success,archived_files:3-5,42,0.6666666666666666,1.0,1.0
archived_files:3-5 | cache_tokens:available,status:success,42,0.6666666666666666,1.0,1.0
cache_tokens:available,archived_files:3-5 | status:success,42,0.6666666666666666,1.0,1.0
cache_tokens:available | timeout:false,archived_files:3-5,42,0.6666666666666666,1.0,1.0
archived_files:3-5 | cache_tokens:available,timeout:false,42,0.6666666666666666,1.0,1.0
cache_tokens:available,archived_files:3-5 | timeout:false,42,0.6666666666666666,1.0,1.0
archived_files:3-5 | cache_tokens:available,token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available | token_total:>=10k,archived_files:3-5,42,0.6666666666666666,1.0,1.0
cache_tokens:available,archived_files:3-5 | token_total:>=10k,42,0.6666666666666666,1.0,1.0
archived_files:3-5 | cache_tokens:available,tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | tokens:available,archived_files:3-5,42,0.6666666666666666,1.0,1.0
cache_tokens:available,archived_files:3-5 | tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | status:success,deliverables:present,42,0.6666666666666666,1.0,1.0
cache_tokens:available | deliverables:present,status:success,42,0.6666666666666666,1.0,1.0
cache_tokens:available,deliverables:present | status:success,42,0.6666666666666666,1.0,1.0
cache_tokens:available | timeout:false,deliverables:present,42,0.6666666666666666,1.0,1.0
cache_tokens:available | deliverables:present,timeout:false,42,0.6666666666666666,1.0,1.0
cache_tokens:available,deliverables:present | timeout:false,42,0.6666666666666666,1.0,1.0
cache_tokens:available | deliverables:present,token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available | token_total:>=10k,deliverables:present,42,0.6666666666666666,1.0,1.0
cache_tokens:available,deliverables:present | token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available | deliverables:present,tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | tokens:available,deliverables:present,42,0.6666666666666666,1.0,1.0
cache_tokens:available,deliverables:present | tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | status:success,timeout:false,42,0.6666666666666666,1.0,1.0
cache_tokens:available | timeout:false,status:success,42,0.6666666666666666,1.0,1.0
cache_tokens:available,status:success | timeout:false,42,0.6666666666666666,1.0,1.0
cache_tokens:available | status:success,token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available | token_total:>=10k,status:success,42,0.6666666666666666,1.0,1.0
cache_tokens:available,status:success | token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available | status:success,tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | tokens:available,status:success,42,0.6666666666666666,1.0,1.0
cache_tokens:available,status:success | tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | timeout:false,token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available | token_total:>=10k,timeout:false,42,0.6666666666666666,1.0,1.0
cache_tokens:available,timeout:false | token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available | timeout:false,tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | tokens:available,timeout:false,42,0.6666666666666666,1.0,1.0
cache_tokens:available,timeout:false | tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | token_total:>=10k,tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | tokens:available,token_total:>=10k,42,0.6666666666666666,1.0,1.0
cache_tokens:available,token_total:>=10k | tokens:available,42,0.6666666666666666,1.0,1.0
cache_tokens:available | elapsed:1-5m,archived_files:3-5,35,0.5555555555555556,1.0,1.0
cache_tokens:available | elapsed:1-5m,deliverables:present,35,0.5555555555555556,1.0,1.0
cache_tokens:available | elapsed:1-5m,status:success,35,0.5555555555555556,1.0,1.0
cache_tokens:available | elapsed:1-5m,timeout:false,35,0.5555555555555556,1.0,1.0
cache_tokens:available | elapsed:1-5m,token_total:>=10k,35,0.5555555555555556,1.0,1.0
cache_tokens:available | elapsed:1-5m,tokens:available,35,0.5555555555555556,1.0,1.0
track:smoke,archived_files:3-5,27,0.42857142857142855,1.0,1.0
track:smoke,deliverables:present,27,0.42857142857142855,1.0,1.0
track:smoke,status:success,27,0.42857142857142855,1.0,1.0
track:smoke,timeout:false,27,0.42857142857142855,1.0,1.0
track:smoke,token_total:>=10k,27,0.42857142857142855,1.0,1.0
track:smoke,tokens:available,27,0.42857142857142855,1.0,1.0
deliverables:present | track:smoke,archived_files:3-5,27,0.42857142857142855,1.0,1.0
archived_files:3-5 | track:smoke,deliverables:present,27,0.42857142857142855,1.0,1.0
track:smoke,archived_files:3-5 | deliverables:present,27,0.42857142857142855,1.0,1.0
status:success | track:smoke,archived_files:3-5,27,0.42857142857142855,1.0,1.0
archived_files:3-5 | track:smoke,status:success,27,0.42857142857142855,1.0,1.0
track:smoke,archived_files:3-5 | status:success,27,0.42857142857142855,1.0,1.0
timeout:false | track:smoke,archived_files:3-5,27,0.42857142857142855,1.0,1.0
archived_files:3-5 | track:smoke,timeout:false,27,0.42857142857142855,1.0,1.0
track:smoke,archived_files:3-5 | timeout:false,27,0.42857142857142855,1.0,1.0
archived_files:3-5 | track:smoke,token_total:>=10k,27,0.42857142857142855,1.0,1.0
token_total:>=10k | track:smoke,archived_files:3-5,27,0.42857142857142855,1.0,1.0
track:smoke,archived_files:3-5 | token_total:>=10k,27,0.42857142857142855,1.0,1.0
archived_files:3-5 | track:smoke,tokens:available,27,0.42857142857142855,1.0,1.0
tokens:available | track:smoke,archived_files:3-5,27,0.42857142857142855,1.0,1.0
track:smoke,archived_files:3-5 | tokens:available,27,0.42857142857142855,1.0,1.0
status:success | track:smoke,deliverables:present,27,0.42857142857142855,1.0,1.0
deliverables:present | track:smoke,status:success,27,0.42857142857142855,1.0,1.0
track:smoke,deliverables:present | status:success,27,0.42857142857142855,1.0,1.0
timeout:false | track:smoke,deliverables:present,27,0.42857142857142855,1.0,1.0
deliverables:present | track:smoke,timeout:false,27,0.42857142857142855,1.0,1.0
track:smoke,deliverables:present | timeout:false,27,0.42857142857142855,1.0,1.0
deliverables:present | track:smoke,token_total:>=10k,27,0.42857142857142855,1.0,1.0
token_total:>=10k | track:smoke,deliverables:present,27,0.42857142857142855,1.0,1.0
track:smoke,deliverables:present | token_total:>=10k,27,0.42857142857142855,1.0,1.0
deliverables:present | track:smoke,tokens:available,27,0.42857142857142855,1.0,1.0
tokens:available | track:smoke,deliverables:present,27,0.42857142857142855,1.0,1.0
track:smoke,deliverables:present | tokens:available,27,0.42857142857142855,1.0,1.0
status:success | track:smoke,timeout:false,27,0.42857142857142855,1.0,1.0
timeout:false | track:smoke,status:success,27,0.42857142857142855,1.0,1.0
track:smoke,status:success | timeout:false,27,0.42857142857142855,1.0,1.0
status:success | track:smoke,token_total:>=10k,27,0.42857142857142855,1.0,1.0
token_total:>=10k | track:smoke,status:success,27,0.42857142857142855,1.0,1.0
track:smoke,status:success | token_total:>=10k,27,0.42857142857142855,1.0,1.0
status:success | track:smoke,tokens:available,27,0.42857142857142855,1.0,1.0
tokens:available | track:smoke,status:success,27,0.42857142857142855,1.0,1.0
track:smoke,status:success | tokens:available,27,0.42857142857142855,1.0,1.0
timeout:false | track:smoke,token_total:>=10k,27,0.42857142857142855,1.0,1.0
token_total:>=10k | track:smoke,timeout:false,27,0.42857142857142855,1.0,1.0
track:smoke,timeout:false | token_total:>=10k,27,0.42857142857142855,1.0,1.0
timeout:false | track:smoke,tokens:available,27,0.42857142857142855,1.0,1.0
tokens:available | track:smoke,timeout:false,27,0.42857142857142855,1.0,1.0
track:smoke,timeout:false | tokens:available,27,0.42857142857142855,1.0,1.0
token_total:>=10k | track:smoke,tokens:available,27,0.42857142857142855,1.0,1.0
tokens:available | track:smoke,token_total:>=10k,27,0.42857142857142855,1.0,1.0
track:smoke,token_total:>=10k | tokens:available,27,0.42857142857142855,1.0,1.0
harness:bdi,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:codex,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:opencode,archived_files:3-5,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,archived_files:3-5,21,0.3333333333333333,1.0,1.0
llm_calls:>5,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:bdi,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:codex,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:opencode,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:>5,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:bdi,status:success,21,0.3333333333333333,1.0,1.0
harness:bdi,timeout:false,21,0.3333333333333333,1.0,1.0
harness:bdi,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi,tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex,status:success,21,0.3333333333333333,1.0,1.0
harness:codex,timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex,tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode,status:success,21,0.3333333333333333,1.0,1.0
harness:opencode,timeout:false,21,0.3333333333333333,1.0,1.0
harness:opencode,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:>5,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5,tokens:available,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:bdi,archived_files:3-5,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:codex,archived_files:3-5,21,0.3333333333333333,1.0,1.0
cache_tokens:available | llm_calls:1-2,archived_files:3-5,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:bdi,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:bdi,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:bdi,archived_files:3-5 | deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:codex,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:codex,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:codex,archived_files:3-5 | deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:opencode,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:opencode,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:opencode,archived_files:3-5 | deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:1-2,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:1-2,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,archived_files:3-5 | deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:>5,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:>5,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:>5,archived_files:3-5 | deliverables:present,21,0.3333333333333333,1.0,1.0
elapsed:1-5m | harness:bdi,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:bdi | status:success,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:bdi,status:success,21,0.3333333333333333,1.0,1.0
harness:bdi,archived_files:3-5 | status:success,21,0.3333333333333333,1.0,1.0
harness:bdi | timeout:false,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:bdi,timeout:false,21,0.3333333333333333,1.0,1.0
harness:bdi,archived_files:3-5 | timeout:false,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:bdi,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | token_total:>=10k,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:bdi,archived_files:3-5 | token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | tokens:available,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:bdi,tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi,archived_files:3-5 | tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | llm_calls:1-2,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:codex | status:success,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:codex,status:success,21,0.3333333333333333,1.0,1.0
harness:codex,archived_files:3-5 | status:success,21,0.3333333333333333,1.0,1.0
harness:codex | timeout:false,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:codex,timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex,archived_files:3-5 | timeout:false,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:codex,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex | token_total:>=10k,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:codex,archived_files:3-5 | token_total:>=10k,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:codex,tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | tokens:available,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:codex,archived_files:3-5 | tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | llm_calls:>5,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:opencode | status:success,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:opencode,status:success,21,0.3333333333333333,1.0,1.0
harness:opencode,archived_files:3-5 | status:success,21,0.3333333333333333,1.0,1.0
harness:opencode | timeout:false,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:opencode,timeout:false,21,0.3333333333333333,1.0,1.0
harness:opencode,archived_files:3-5 | timeout:false,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:opencode,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode | token_total:>=10k,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:opencode,archived_files:3-5 | token_total:>=10k,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | harness:opencode,tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | tokens:available,archived_files:3-5,21,0.3333333333333333,1.0,1.0
harness:opencode,archived_files:3-5 | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | status:success,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:1-2,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,archived_files:3-5 | status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | timeout:false,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:1-2,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,archived_files:3-5 | timeout:false,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:1-2,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | token_total:>=10k,archived_files:3-5,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,archived_files:3-5 | token_total:>=10k,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:1-2,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | tokens:available,archived_files:3-5,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,archived_files:3-5 | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | status:success,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:>5,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5,archived_files:3-5 | status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | timeout:false,archived_files:3-5,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:>5,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:>5,archived_files:3-5 | timeout:false,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:>5,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | token_total:>=10k,archived_files:3-5,21,0.3333333333333333,1.0,1.0
llm_calls:>5,archived_files:3-5 | token_total:>=10k,21,0.3333333333333333,1.0,1.0
archived_files:3-5 | llm_calls:>5,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | tokens:available,archived_files:3-5,21,0.3333333333333333,1.0,1.0
llm_calls:>5,archived_files:3-5 | tokens:available,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:bdi,deliverables:present,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:codex,deliverables:present,21,0.3333333333333333,1.0,1.0
cache_tokens:available | llm_calls:1-2,deliverables:present,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:bdi,status:success,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:bdi,timeout:false,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:bdi,token_total:>=10k,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:bdi,tokens:available,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:codex,status:success,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:codex,timeout:false,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:codex,token_total:>=10k,21,0.3333333333333333,1.0,1.0
cache_tokens:available | harness:codex,tokens:available,21,0.3333333333333333,1.0,1.0
cache_tokens:available | llm_calls:1-2,status:success,21,0.3333333333333333,1.0,1.0
cache_tokens:available | llm_calls:1-2,timeout:false,21,0.3333333333333333,1.0,1.0
cache_tokens:available | llm_calls:1-2,token_total:>=10k,21,0.3333333333333333,1.0,1.0
cache_tokens:available | llm_calls:1-2,tokens:available,21,0.3333333333333333,1.0,1.0
elapsed:1-5m | harness:bdi,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:bdi | status:success,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:bdi,status:success,21,0.3333333333333333,1.0,1.0
harness:bdi,deliverables:present | status:success,21,0.3333333333333333,1.0,1.0
harness:bdi | timeout:false,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:bdi,timeout:false,21,0.3333333333333333,1.0,1.0
harness:bdi,deliverables:present | timeout:false,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:bdi,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | token_total:>=10k,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:bdi,deliverables:present | token_total:>=10k,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:bdi,tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi | tokens:available,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:bdi,deliverables:present | tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | llm_calls:1-2,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:codex | status:success,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:codex,status:success,21,0.3333333333333333,1.0,1.0
harness:codex,deliverables:present | status:success,21,0.3333333333333333,1.0,1.0
harness:codex | timeout:false,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:codex,timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex,deliverables:present | timeout:false,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:codex,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex | token_total:>=10k,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:codex,deliverables:present | token_total:>=10k,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:codex,tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | tokens:available,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:codex,deliverables:present | tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | llm_calls:>5,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:opencode | status:success,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:opencode,status:success,21,0.3333333333333333,1.0,1.0
harness:opencode,deliverables:present | status:success,21,0.3333333333333333,1.0,1.0
harness:opencode | timeout:false,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:opencode,timeout:false,21,0.3333333333333333,1.0,1.0
harness:opencode,deliverables:present | timeout:false,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:opencode,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode | token_total:>=10k,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:opencode,deliverables:present | token_total:>=10k,21,0.3333333333333333,1.0,1.0
deliverables:present | harness:opencode,tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | tokens:available,deliverables:present,21,0.3333333333333333,1.0,1.0
harness:opencode,deliverables:present | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | status:success,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:1-2,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,deliverables:present | status:success,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | timeout:false,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:1-2,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,deliverables:present | timeout:false,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:1-2,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | token_total:>=10k,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,deliverables:present | token_total:>=10k,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:1-2,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:1-2 | tokens:available,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:1-2,deliverables:present | tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | status:success,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:>5,status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5,deliverables:present | status:success,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | timeout:false,deliverables:present,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:>5,timeout:false,21,0.3333333333333333,1.0,1.0
llm_calls:>5,deliverables:present | timeout:false,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:>5,token_total:>=10k,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | token_total:>=10k,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:>5,deliverables:present | token_total:>=10k,21,0.3333333333333333,1.0,1.0
deliverables:present | llm_calls:>5,tokens:available,21,0.3333333333333333,1.0,1.0
llm_calls:>5 | tokens:available,deliverables:present,21,0.3333333333333333,1.0,1.0
llm_calls:>5,deliverables:present | tokens:available,21,0.3333333333333333,1.0,1.0
elapsed:1-5m | harness:bdi,status:success,21,0.3333333333333333,1.0,1.0
elapsed:1-5m | harness:bdi,timeout:false,21,0.3333333333333333,1.0,1.0
elapsed:1-5m | harness:bdi,token_total:>=10k,21,0.3333333333333333,1.0,1.0
elapsed:1-5m | harness:bdi,tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi | status:success,timeout:false,21,0.3333333333333333,1.0,1.0
harness:bdi | timeout:false,status:success,21,0.3333333333333333,1.0,1.0
harness:bdi,status:success | timeout:false,21,0.3333333333333333,1.0,1.0
harness:bdi | status:success,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | token_total:>=10k,status:success,21,0.3333333333333333,1.0,1.0
harness:bdi,status:success | token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | status:success,tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi | tokens:available,status:success,21,0.3333333333333333,1.0,1.0
harness:bdi,status:success | tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi | timeout:false,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | token_total:>=10k,timeout:false,21,0.3333333333333333,1.0,1.0
harness:bdi,timeout:false | token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | timeout:false,tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi | tokens:available,timeout:false,21,0.3333333333333333,1.0,1.0
harness:bdi,timeout:false | tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi | tokens:available,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:bdi | token_total:>=10k,tokens:available,21,0.3333333333333333,1.0,1.0
harness:bdi,token_total:>=10k | tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | llm_calls:1-2,status:success,21,0.3333333333333333,1.0,1.0
harness:codex | llm_calls:1-2,timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex | llm_calls:1-2,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex | llm_calls:1-2,tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | status:success,timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex | timeout:false,status:success,21,0.3333333333333333,1.0,1.0
harness:codex,status:success | timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex | status:success,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex | token_total:>=10k,status:success,21,0.3333333333333333,1.0,1.0
harness:codex,status:success | token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex | status:success,tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | tokens:available,status:success,21,0.3333333333333333,1.0,1.0
harness:codex,status:success | tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | timeout:false,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex | token_total:>=10k,timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex,timeout:false | token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex | timeout:false,tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | tokens:available,timeout:false,21,0.3333333333333333,1.0,1.0
harness:codex,timeout:false | tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | token_total:>=10k,tokens:available,21,0.3333333333333333,1.0,1.0
harness:codex | tokens:available,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:codex,token_total:>=10k | tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | llm_calls:>5,status:success,21,0.3333333333333333,1.0,1.0
harness:opencode | llm_calls:>5,timeout:false,21,0.3333333333333333,1.0,1.0
harness:opencode | llm_calls:>5,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode | llm_calls:>5,tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | status:success,timeout:false,21,0.3333333333333333,1.0,1.0
harness:opencode | timeout:false,status:success,21,0.3333333333333333,1.0,1.0
harness:opencode,status:success | timeout:false,21,0.3333333333333333,1.0,1.0
harness:opencode | status:success,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode | token_total:>=10k,status:success,21,0.3333333333333333,1.0,1.0
harness:opencode,status:success | token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode | status:success,tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | tokens:available,status:success,21,0.3333333333333333,1.0,1.0
harness:opencode,status:success | tokens:available,21,0.3333333333333333,1.0,1.0
harness:opencode | timeout:false,token_total:>=10k,21,0.3333333333333333,1.0,1.0
harness:opencode | token_total:>=10k,timeout:false,21,0.3333333333333333,1.0,1.0
